
author,time,text,coordinates,place
Iquique1Jose,2020-01-28 22:39:10,Every throw graded: An ultimate scouting report of Patrick Mahomes https://t.co/0pCskYqAYu,,
KyndallFreer,2020-01-28 22:39:11,"RT @YahooSports: ""I could see a Florida man sniffing a doorbell for sure."" - @tkelce

@LizLoza_FF tested @Chiefs and @49ers players on thei…",,
Soooiie,2020-01-28 22:39:11,"RT @KARK4News: DID YOU KNOW?  John C. York, who is an owner and chairman of the San Francisco 49ers, is a graduate of Catholic High. 
https…",,
bbarclay65,2020-01-28 22:39:12,"RT @JoriEpstein: Troy Aikman says ""yes, without a doubt"" 2019 Cowboys roster was as talented as billed.

""To a man,"" Troy said, ""there’s no…",,
ohitsJUSTony,2020-01-28 22:39:13,"RT @SportsCenter: ""The Mamba Mentality still lives on.""

—@RSherman_25 on playing Super Bowl LIV for Kobe https://t.co/sDXXvdOEwJ",,
EbonyReed,2020-01-28 22:39:14,An interesting read on the Air Raid offense from @WSJ. Kansas City Chiefs’ Patrick Mahomes didn’t invent the Air Raid. But he did something more important: became the offensive philosophy’s greatest prophet.  https://t.co/CHXZlWOUhZ,,
MasterNateor,2020-01-28 22:39:15,"RT @NFLUK: Get to know... @49ers

Retweet if you're backing the Niners on Sunday. https://t.co/fYgqIzK1DE",,
DuaLipaTaylorS,2020-01-28 22:39:15,"RT @pitbull: 5 days #GetReady 
#SBLIV @NFL @NFLonFOX https://t.co/Pt6ikIqcNs",,
UriahLeon,2020-01-28 22:39:15,RT @EvanSowards: Kyle Shanahan just said it out loud: Knowing Kirk Cousins wasn’t going to stay in Washington was part of the reason he did…,,
ScottSt1963,2020-01-28 22:39:17,"RT @DKSportsbook: 1. Patrick Mahomes
2. Jimmy Garoppolo 
3. 🤔

#SuperBowlLIV | #MakeItReign https://t.co/lweUoJ0sNl",,
UPJ33,2020-01-28 22:39:20,"RT @BenFennell_NFL: Why does the term ‘game manager’ have a negative association to a QBs ability? 

You know which coaches want a game man…",,
Julio2Live,2020-01-28 22:39:20,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
blueolives02,2020-01-28 22:39:20,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
BobbyBeaulac,2020-01-28 22:39:25,"RT @CircaSports: Super Bowl LIV 🏈🏟
""Pick Your Own Squares"" Prop
• Choose your own squares
• Every square has its own payout odds
• Bet as m…",,
trevcampbell6,2020-01-28 22:39:27,"@RJP33ZY @JWright929espn @danorlovsky7 @49ers You're getting your wires crossed.   I'm talking about the Chiefs D against the Run, not the SF defense against the Packers....",,
_Chapter9_,2020-01-28 22:39:27,I’ve been saying this.,,
jayrocafella95,2020-01-28 22:39:29,"RT @SOLEFLY: In light of Super Bowl LIV this upcoming Sunday, we feel it is important to draw attention to the SoFlo community. As a result…",,
Document49Pod,2020-01-28 22:39:29,"I live for intelligent #NFL analysis.  There’s so much noise out there masquerading as expertise.

With that said, the pod below is easily the best breakdown I’ve heard for #SuperBowlLIV- an unbiased look at what to expect + how the #Chiefs/#49ers will scheme vs. each other.",,
sage_brush,2020-01-28 22:39:30,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
Chiefskc23,2020-01-28 22:39:30,@sportsjunkie551 @creatingwill @danorlovsky7 @49ers Till * not since week 9,,
ALAFootballFan,2020-01-28 22:39:31,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
ashleypink57,2020-01-28 22:39:31,"RT @NFLonFOX: Why don't you ever text back, @JimmyG_10??

@gkittle46 reveals @49ers QB Jimmy Garoppolo's biggest flaw. 😂 https://t.co/TpBQ3…",,
Druid999S,2020-01-28 22:39:35,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
xicana_5,2020-01-28 22:39:37,"RT @Saints: Congrats to Kylie, our winner of the Next 100 Super Bowl contest!

@demario__davis, @A_kamara6, @camjordan94, and @teddyb_h2o s…",,
MissyKillion,2020-01-28 22:39:37,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
Hawaiianfamily,2020-01-28 22:39:38,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
ZipPulse,2020-01-28 22:39:38,🏈 Which team do you want to win the @SuperBowl? 🏈,,
XTRA1360,2020-01-28 22:39:40,"Michael Vick on Andy Reid, Kobe's Impact on Him &amp; Future for Brady, Rivers @dsmithshow @martycaswell #sandiego  https://t.co/jpInnUvdrq",,
chilifritos,2020-01-28 22:39:41,RT @LateRoundQB: The 49ers are undefeated when Richie James does a backflip. I don’t know why San Francisco doesn’t just make him do more b…,,
revereshorty,2020-01-28 22:39:42,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
FieldLevelMedia,2020-01-28 22:39:42,"#49ers, Kyle Shanahan have faith in little-used Jimmy Garoppolo. @49ers #SuperBowl #SuperBowlLIV https://t.co/wpcPun5c73",,
TedWellsMustach,2020-01-28 22:39:45,"@Sidelinecreepin @49ers @Patriots Very few fucks given, Jimmy G all the way!!! https://t.co/B7GntUZ6QB",,
Monica_Guzman_,2020-01-28 22:39:47,"Joe Buck &gt; analytics salesperson

Fact.",,
Seronels,2020-01-28 22:39:48,"RT @NFLUK: Get to know... @49ers

Retweet if you're backing the Niners on Sunday. https://t.co/fYgqIzK1DE",,
IAmBanterclaus,2020-01-28 22:39:48,RT @MegaTroopLover: By far the most impressive accomplishment of Patrick Mahomes' career. https://t.co/QBqqzTEIa1,,
305_world_media,2020-01-28 22:39:49,"RT @pitbull: 5 days #GetReady 
#SBLIV @NFL @NFLonFOX https://t.co/Pt6ikIqcNs",,
mkzavala,2020-01-28 22:39:49,"RT @HardRockStadium: Dressed to impress 🎨

@NFL x @SuperBowl https://t.co/4fhJxtwv3u",,
Youmadbruah,2020-01-28 22:39:49,"RT @NFLUK: Get to know... @49ers

Retweet if you're backing the Niners on Sunday. https://t.co/fYgqIzK1DE",,
DarrylFranke,2020-01-28 22:39:50,@JohnnyPopeye76 @jwyattsports @TheRealFrankC_ @Chiefs @SuperBowl @Titans @KingHenry_2 Not in the AFCCG,,
hoodie816,2020-01-28 22:39:52,@g3rb1_l @DawgsNiners @49ers Do you know where their training camp was in the 80’s?? No?? I do because I used to ride my skate board to it right down the street from my house in Rancho Cordova. #bandwagon team.,,"Place(_api=<tweepy.api.API object at 0x12e06ce90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/27c45d804c777999.json', country=u'United States', place_type=u'admin', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x12e06ce90>, type=u'Polygon', coordinates=[[[-102.051769, 36.99311], [-102.051769, 40.003282], [-94.588081, 40.003282], [-94.588081, 36.99311]]]), full_name=u'Kansas, USA', attributes={}, id=u'27c45d804c777999', name=u'Kansas')"
cr8015,2020-01-28 22:39:53,@WhenIDrinkAlone @HardRockStadium @NFL @SuperBowl Exactly what I was thinking,,
raypritchard,2020-01-28 22:39:52,"In case you didn’t know, the Kansas City Chiefs are playing in the Super Bowl this Sunday. The local supermarket is filled with special items in red and gold, but this was my favorite. Someone said they taste better than regular corn flakes. I don’t doubt it. https://t.co/1oBsXLAZg2",,"Place(_api=<tweepy.api.API object at 0x12e06ce90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/f02a00a2aa11bfe3.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x12e06ce90>, type=u'Polygon', coordinates=[[[-94.876678, 38.956322], [-94.876678, 39.060541], [-94.703717, 39.060541], [-94.703717, 38.956322]]]), full_name=u'Shawnee, KS', attributes={}, id=u'f02a00a2aa11bfe3', name=u'Shawnee')"
mzee636,2020-01-28 22:39:53,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
HockeyMeredith,2020-01-28 22:39:53,"RT @ktrain_11: The reality exists that the majority of people in positions of power in sports are men. 

Women in sport (&amp; every other face…",,
sportfire4fan,2020-01-28 22:39:57,"RT @pitbull: 5 days #GetReady 
#SBLIV @NFL @NFLonFOX https://t.co/Pt6ikIqcNs",,
itsbostoncream,2020-01-28 22:39:57,"This really be the year of @liv_cowherd. First, she goes viral for being a smoke 💨 then she makes a billion dollars selling socks 🧦 and now they name Super Bowl LIV after her 🏆",,
JamesKennethBo2,2020-01-28 22:39:58,"RT @RocketMortgage: Halftime = $500,000 winner.
End of Super Bowl LIV = $500,000 winner.

Enter for FREE for your chance to win one of TWO…",,
DiaWall,2020-01-28 22:39:59,"RT @realfrankboal: Jumping back on tv again  tonight on  @41actionnews
at 6:30 for Chiefs Super Bowl Special.
Live reports from Miami with…",,
CowboysNationCP,2020-01-28 22:39:59,"Jimmy Johnson shares his thoughts regarding why the #Cowboys struggled under Jason Garrett.
https://t.co/enpfNlZl2X",,
Robert11772,2020-01-28 22:39:58,"RT @danorlovsky7: Ok 
Know the @49ers play a ton of zone-but the game happens if they are forced to play more man cover?
Who covers Kelce?…",,
Captivate,2020-01-28 22:40:02,"22% of Millennial professionals are consciously not scheduling meetings the morning after Super Bowl LIV, Office Pulse found. Additionally, another 1 in 10 said they won't be working at all on Monday, via @office_pulse.",,
Glo_Baseball23,2020-01-28 22:40:03,"RT @NFLonFOX: Gold end zone for the @Chiefs 

#SB54 🙌💛 https://t.co/ozNoFiUK1a",,
smashbry3,2020-01-28 22:40:03,Yo the Super Bowl is this weekend and the Kansas City MF Chiefs are in it!!!!!!!!!!!,,
Sneeed_Alert,2020-01-28 22:40:05,"RT @SportsCenter: ""The Mamba Mentality still lives on.""

—@RSherman_25 on playing Super Bowl LIV for Kobe https://t.co/sDXXvdOEwJ",,
allisonsessions,2020-01-28 22:40:06,"RT @PostBroncos: “When they need to cut it loose and have fun, they cut it loose,"" Chiefs coach Andy Reid said. https://t.co/pox2K9iChs",,
adrunkrooster,2020-01-28 22:40:07,RT @NPNowZenner: BREAKING: TYREEK HILL DID A PATRICK MAHOMES IMPERSONATION https://t.co/3bGwuyr5fU,,
Boyd_2650,2020-01-28 22:40:09,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
SInow,2020-01-28 22:40:09,"Super Bowl LIV National Anthem prop bets are in. 

@SIGambling goes next level in breaking down Demi Lovato's prior Anthem performances to gauge how long she might be singing for 👀 https://t.co/FOQLLJk010",,
Godsgirl158,2020-01-28 22:40:09,"To ALL women who choose ABORTION...
THERE IS A GOD 
IT IS HIS CHOICE TO CREATE EVERY BABY

YOU ONCE WERE A CHOICE...GIVE THAT CHOICE TO YOUR UNBORN CHILD",,
etowens73,2020-01-28 22:40:09,This is fantastic and sums up how I'm feeling about the #Chiefs nicely #ChiefsKingdom,,
EAST_24_7,2020-01-28 22:40:09,RT @49ersfangirl: Your NFC Champion San Francisco 49ers https://t.co/1BRfXdINdZ,,
suntimes_sports,2020-01-28 22:40:11,"Get a double-dose of the Halas Intrigue podcast:

First, Bears punter Pat O’Donnell and kicker Eddy Pineiro join @patrickfinley and @JasonLieser. 

https://t.co/e9oGYJp1wC

Then talk turns to ex-Bear Robbie Gould and coulda been a Bear Patrick Mahomes.

https://t.co/qeh5KCgesb https://t.co/JHyTNlUQSw",,
BearsfanA,2020-01-28 22:40:12,"RT @sportsmockery: Matt Nagy received high praise from one of the NFL's best quarterbacks.. #Bears
https://t.co/cIOCvy0PdT",,
Robyn_RihannaRF,2020-01-28 22:40:13,"RT @AroundTheNFL: University of Miami replaces field ahead of Super Bowl LIV practices (via @RapSheet)

https://t.co/kFASGPfBXX",,
JoseVsml,2020-01-28 22:40:13,@AntonioLopez_2 @alexa99 @49ers Cause you’re a pussy,,
KevinArzola4,2020-01-28 22:40:14,"@danorlovsky7 @49ers Good thing they don’t play a lot of man huh? There’s no point in even bringing up this hypothetical.

Let’s bring up a real one. What happens if Jimmy plays well? With that defense, that’s a REAL problem",,
Jay_AB81,2020-01-28 22:40:15,"@jobu0777 @OldTakesExposed @49ers @DylanADeSimone Well this tweet has marinated well huh @JonHeyman? 3 years later, and the @49ers, thanks to Kyle Shanahan and @JohnLynch49ers's decisions, are 1 step from Lombardi Trophy #6.",,
lotusman101,2020-01-28 22:40:16,"George Kittle for The San Francisco 49'ers. 

And Who Else? Patrick Mahomes for The Kansas City Chiefs.",,
JesussssB,2020-01-28 22:40:17,"RT @SportsCenter: ""The Mamba Mentality still lives on.""

—@RSherman_25 on playing Super Bowl LIV for Kobe https://t.co/sDXXvdOEwJ",,
Chiefskc23,2020-01-28 22:40:21,@sportsjunkie551 @creatingwill @danorlovsky7 @49ers And what the hell happened then? Our defense improved and got better as the year went on.,,
donniepaula,2020-01-28 22:40:21,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
JackElliott_69,2020-01-28 22:40:22,"RT @nflthrowback: One play in the @SuperBowl can make you a legend forever 🙌 @Giants (Feb. 3, 2008) https://t.co/pDqb9PeWi0",,
alfonsodasssis,2020-01-28 22:40:23,"RT @NFL: The @49ers' best plays from the postseason...so far! #GoNiners

#SBLIV | #WeReady https://t.co/qDsyKOTG5I",,
Big3OnFirePod,2020-01-28 22:40:25,"RT @ringer: .@robertmays and @bykevinclark give their takeaways from #SuperBowlLIV’s opening night, including Patrick Mahomes’s comfort in…",,
joker000017,2020-01-28 22:40:26,"RT @NFLUK: Get to know... @49ers

Retweet if you're backing the Niners on Sunday. https://t.co/fYgqIzK1DE",,
ampchabalgo,2020-01-28 22:40:26,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
jmgluku,2020-01-28 22:40:27,"@LockItInonFS1 @ClayTravis “Patrick Mahomes, by himself, collectively.” Makes sense.",,
JimmyO_14,2020-01-28 22:40:27,"@RealSkipBayless #SkipRidesTheTrollerCoaster Jimmy, Bakersfield California 
Skeeeeuuup, If Garoppolo performs great in the Superbowl &amp; wins would you admit that he was gonna replace Tom Brady!!??",,
MWTsportsmedia,2020-01-28 22:40:27,"Pushed some buttons...this appeared, enjoy #ChiefsKingdom
#GoNiners
#NFL https://t.co/0ZIXmHNOv1",,
Hollenback21,2020-01-28 22:40:28,"RT @NFL: The @49ers' best plays from the postseason...so far! #GoNiners

#SBLIV | #WeReady https://t.co/qDsyKOTG5I",,
kcpsWhittier,2020-01-28 22:40:28,Whittier knows how to party like it’s 1969! #KCPSKingdom @tkelce #RedKingdom @Chiefs @kcpublicschools https://t.co/XFBGgnkdpd,,
DebiSocal,2020-01-28 22:40:29,"@zain49ers As I tweeted earlier, I bet the @49ers are at the airport shaking in their Nikes trying to sneak out of town they’re SO scared!! 🙄🤪😉🤷‍♀️❤️💛❤️💛🏈🌉🥇",,
Sanchez03Rosa,2020-01-28 22:40:31,"RT @pitbull: 5 days #GetReady 
#SBLIV @NFL @NFLonFOX https://t.co/Pt6ikIqcNs",,
mikeall87970562,2020-01-28 22:40:31,RT @library_frank: We are so proud of Kylie and cannot wait to see her on the Super Bowl commercial!! Woohoo!!! @KleinISD @FrankKISD #Promi…,,
AllmericanMayes,2020-01-28 22:40:31,RT @AbreasetteKAKE: Welcome to Hard Rock Stadium! https://t.co/GZZf4GifwF,,
KyliewWarner,2020-01-28 22:40:32,"@emilyhall1986 showed up in her most fashionable, swag clothes and led a chant down the hall! @HMSANTAFE @Chiefs #redkingdom #HMC1Chiefs #tailoredtuesday https://t.co/xGvs84yXkP",,
CostOfACoffin,2020-01-28 22:40:34,"RT @gabbgoudy: who would you rather be friends with, ayesha curry or brittany matthews (patrick mahomes gf)?",,
kingshick1,2020-01-28 22:40:34,"RT @NFLUK: Get to know... @49ers

Retweet if you're backing the Niners on Sunday. https://t.co/fYgqIzK1DE",,
NESN,2020-01-28 22:40:34,"Chiefs owner Clark Hunt believes an extension will come for Patrick Mahomes, but not until the ""next 12 to 15 months."" https://t.co/RCkxXq1He3 https://t.co/Eu9yOPi7Gj",,
Car0896,2020-01-28 22:40:35,"RT @HardRockStadium: Dressed to impress 🎨

@NFL x @SuperBowl https://t.co/4fhJxtwv3u",,
taniagallegos45,2020-01-28 22:40:36,"RT @NFL: The @49ers' best plays from the postseason...so far! #GoNiners

#SBLIV | #WeReady https://t.co/qDsyKOTG5I",,
McLoshe,2020-01-28 22:40:36,"RT @ScottBarrettDFB: How to get paid to go to Super Bowl LIV:  

1) Bet $5K max on highlighted 
2) Buy SB LIV ticket 
3) Run onto the field…",,
sp_charles,2020-01-28 22:40:37,"@FOXSports @ColinCowherd Cowherd is an idiot, get his ass off TV",,
Aaron_C_Davis,2020-01-28 22:40:39,It’s a great day to be a Kansas City Chief!!,,
woodampig83,2020-01-28 22:40:40,"RT @JoriEpstein: Cowboys Hall of Famer Troy Aikman on Kobe Bryant: ""We never know when our time’s going to come. But whenever the time come…",,
XIII_Mr_Undadog,2020-01-28 22:40:42,"RT @NANxox2_WOKE: Native American journalist takes issue with Kansas City Chiefs – FOX4 – FOX 4 Kansas City WDAF-TV | News, Weather, Sports…",,
lotusman101,2020-01-28 22:40:43,"RT @lotusman101: George Kittle for The San Francisco 49'ers. 

And Who Else? Patrick Mahomes for The Kansas City Chiefs.",,
vicpulido1234,2020-01-28 22:40:46,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
MasterBeattie,2020-01-28 22:40:46,Watching this at least once per day until kickoff Sunday,,
ATLANTACHEVYBOY,2020-01-28 22:40:47,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
n8_string,2020-01-28 22:40:47,"@shaggyshanekc While I too think it's silly... there could be some benefit. With the only downside, if Patrick decides to hold out. Could leave more money for free agency if they choose that route. As for Mahomes, with cap going up and other guys signing ahead of him? Could benefit him too.",,
bobgoesdigital,2020-01-28 22:40:48,He's being interviewed!??!,,
RickDevaney2,2020-01-28 22:40:49,@Chiefs KC way to much hype. You don’t see this nonsense from San Fran. But go Chiefs,,
RobaDizzle,2020-01-28 22:40:49,RT @FirstTake: Could Jimmy G outplay Patrick Mahomes in the Super Bowl? @MaxKellerman says yes. https://t.co/0G1MjlyWEm,,
iHELLAheartyou,2020-01-28 22:40:49,"RT @NFLonFOX: ""I just met @TheRock and Travis Kelce's here, so yeah I'm living my best life."" 🤩

- @49ers TE @gkittle46 https://t.co/q8EmiN…",,
ExcitedJoeBuck,2020-01-28 22:40:50,Joe Buck is excited by PodestaEmails31,,
girlforce45,2020-01-28 22:40:52,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
SIGambling,2020-01-28 22:40:52,"RT @SInow: Super Bowl LIV National Anthem prop bets are in. 

@SIGambling goes next level in breaking down Demi Lovato's prior Anthem perfo…",,
MapesJames,2020-01-28 22:40:52,49ers: Positional analysis of the Super Bowl LIV matchup with the Chiefs https://t.co/88rAM37sR5 #SmartNews,,
CoganChristy,2020-01-28 22:40:54,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
theMMQB,2020-01-28 22:40:56,"RT @SInow: Super Bowl LIV National Anthem prop bets are in. 

@SIGambling goes next level in breaking down Demi Lovato's prior Anthem perfo…",,
YahooSportsNFL,2020-01-28 22:40:56,"RT @YahooSports: ""I could see a Florida man sniffing a doorbell for sure."" - @tkelce

@LizLoza_FF tested @Chiefs and @49ers players on thei…",,
e_deportivo,2020-01-28 22:40:59,"Kyle Shanahan y 49's confían en quarterback Jimmy Garoppolo
📷 MEXSPORT   MN
https://t.co/onLDZjRmIH",,
mbethwrites,2020-01-28 22:41:01,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
ComPeteCarroll,2020-01-28 22:41:02,@NFLonFOX @TonyGonzalez88 @johnelway @Broncos Since he has none of himself...,,
lotusman101,2020-01-28 22:41:02,RT @lotusman101: @NFL @49ers Emanuel Sanders was an Awesome Addition to The San Francisco 49'ers. I think that he's going to show up BIG on…,,
QuadCitiesCW,2020-01-28 22:41:04,"‘It’s clear that he was all-in with his girls’: Joe Buck, Howie Long reflect on death of Kobe Bryant https://t.co/a46sDuI210",,
CTheScoreBoard,2020-01-28 22:41:06,RT @FirstTake: Could Jimmy G outplay Patrick Mahomes in the Super Bowl? @MaxKellerman says yes. https://t.co/0G1MjlyWEm,,
TheSansone5,2020-01-28 22:41:06,"RT @SInow: Super Bowl LIV National Anthem prop bets are in. 

@SIGambling goes next level in breaking down Demi Lovato's prior Anthem perfo…",,
bobbito3,2020-01-28 22:41:07,RT @SandhyaABC7: Never too early to cheer on the #49ers!  Coit Tower glowing in red &amp; gold tonight! @49ers #GoNiners #SuperBowlLIV https://…,,
absummer,2020-01-28 22:41:07,RT @alexa99: I predict the @49ers will win the Super Bowl. No rush to judgment. Their prospects are good and their defense is au-some. 🏆 #S…,,
freddyb2354,2020-01-28 22:41:07,"RT @theAUDL: BREAKING: AUDL is partnering with @FOXSports for the ""Game of the Week"" during the #AUDL2020 season.

&gt;&gt;https://t.co/ENKcwejvy…",,
justin7282,2020-01-28 22:41:08,"A powerful read for any lifelong Chiefs fan. 

The Forever Cycle of Chiefs Fandom Has Been Broken - The Ringer https://t.co/e78zO2JyhG",,
_RolleBoy,2020-01-28 22:41:09,RT @nflnetwork: This @49ers defense is 💪 #SBLIV https://t.co/nALPSMeWNF,,
JHrain666,2020-01-28 22:41:09,@RobbieGould09 @49ers #QuestForSix #BANGBANGNINERGANG Let's Go Babyy!! https://t.co/jU1YhH0PtH,,
StryperFreak,2020-01-28 22:41:11,@Sidelinecreepin @49ers @Patriots Absolutely not,,
ByNateTaylor,2020-01-28 22:41:11,"RT @TheAthleticNFL: #SuperBowl week is in full swing!

🎙️@bylindsayhjones &amp; @amy_parlapiano welcome @ByNateTaylor + @mattbarrows from Miami…",,
KevinArzola4,2020-01-28 22:41:11,"@justinlewen @suvyboy @DawgsNiners @IMalovos @PeterBurnsESPN @danorlovsky7 @49ers If Jimmy plays well, this could be a blow out.",,
WhiteCitrus_,2020-01-28 22:41:11,"RT @JoriEpstein: ""I would talk to coaches around the league,"" Troy Aikman said, and they'd express those sentiments toward Cowboys.

""It ju…",,
Tony_Iossi,2020-01-28 22:41:11,"RT @danorlovsky7: Ok 
Know the @49ers play a ton of zone-but the game happens if they are forced to play more man cover?
Who covers Kelce?…",,
Centamore5,2020-01-28 22:41:14,@PeterBurnsESPN @danorlovsky7 @49ers Their offense was better last year. How’s they get stopped?,,
stukenholtz,2020-01-28 22:41:15,I'm about a decade younger than Rany so this doesn't quite align with my life (also not a doctor) but if you want to know what Sunday means to me this is pretty much it,,
kansaskim88,2020-01-28 22:41:15,"RT @OverlandPark_PD: Yep, we are wearing @Chiefs gear also. #ChiefsKingdom https://t.co/ReCfT53h6R",,
bertie8689,2020-01-28 22:41:21,"RT @pitbull: 5 days #GetReady 
#SBLIV @NFL @NFLonFOX https://t.co/Pt6ikIqcNs",,
Youmadbruah,2020-01-28 22:41:21,"RT @SNFonNBC: The stage is almost set for #SBLIV 🌴

@Chiefs @49ers https://t.co/3niyyXAHmo",,
rickyrouse23,2020-01-28 22:41:22,"RT @SportsCenter: ""The Mamba Mentality still lives on.""

—@RSherman_25 on playing Super Bowl LIV for Kobe https://t.co/sDXXvdOEwJ",,
chilifritos,2020-01-28 22:41:23,"RT @akashanav: I’ll take this to the grave: 

Had Belichick not called Kyle Shanahan and John Lynch in October 2017 about Jimmy Garoppolo,…",,
cookieblack,2020-01-28 22:41:24,RT @undisputed: Skip: Zion is going to go beyond Patrick Mahomes. https://t.co/yZGgquZ35j,,
sleepnumber,2020-01-28 22:41:24,"We know quality sleep improves performance on the field, so we surprised all @Chiefs players and coaches with Sleep Number pillows in Miami for #SBLIV! https://t.co/pLShp9N0ju",,
Darcel_Douet,2020-01-28 22:41:25,Watch Super Bowl LIV with a free trial of fuboTV https://t.co/uzYoUNSAjw #Philadelphia #Eagles 1017690975?-995:11111,,
VerzierNewman,2020-01-28 22:41:26,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
theghettonaomi,2020-01-28 22:41:27,RT @Oohlala_____: While most of Kansas City is lit up red  for the Chiefs this one is for Kobe. #MambaForever 💜💛 https://t.co/1dLu1s4utt,,
TheJudyBitch,2020-01-28 22:41:27,@Chiefs READY FOR SUNDAY BAYBEEEEEEEEE #ChiefsKingdom https://t.co/bulWALRQcr,,
glenna47538837,2020-01-28 22:41:28,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
GMhachman,2020-01-28 22:41:29,RT @sternshow: Will @cwotd cry more if the Kansas City @Chiefs win or lose #SuperBowlLIV on Sunday? Call the #WrapUpShow at 888-783-7610 an…,,
The_Drew_Davis,2020-01-28 22:41:29,"RT @MattBowen41: More play-action stats on #49ers QB Jimmy Garoppolo...

Throws to the middle of the field (inside the numbers) — 

• 1,042…",,
DeplorableMe8,2020-01-28 22:41:30,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
JoelBelhassen,2020-01-28 22:41:34,LIV Play like Liverpool,,
CBDeryl,2020-01-28 22:41:35,@EyadGoinHam our book is listed a little high..... might have to take the under,,
RoustonJo,2020-01-28 22:41:38,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
lemons68jimmy,2020-01-28 22:41:39,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
JeremyLeibfried,2020-01-28 22:41:39,Even God wants the Chiefs to win! #ChiefsKingdom #SuperBowlLIV @PatrickMahomes @tkelce @Chiefs https://t.co/tJB8qXa7fT,,
WTKR3,2020-01-28 22:41:39,"RT @KWilliamsWTKR: How does a local @nfl  player and @chiefs defensive lineman, who's gearing up for the @superbowl ----first handle a chal…",,
kristaaaa7,2020-01-28 22:41:40,"RT @MikeWiseguy: Most @Chiefs fans said last week this was just a bunch of ""white libtards speaking for Native Americans."" Uh, no, it's act…",,
MichaelGuess5,2020-01-28 22:41:43,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
CWC913,2020-01-28 22:41:44,"RT @Chiefs: Congratulations to Ariana, our winner of the Next 100 Super Bowl Contest! Tune in to Super Bowl LIV right before kickoff to see…",,
Debkbak60,2020-01-28 22:41:45,"@metheridge @FlySJC @Chiefs @49ers You Go Girl, Chiefs All The Way!!!",,
chilifritos,2020-01-28 22:41:46,RT @9erAmor: Love my FUCKEN TEAM!!! Just seeing them I’m all 🥺eyes of happiness!! GO NINERS!,,
JawaunSr,2020-01-28 22:41:46,"RT @JeffBarker_: VIDEO: Asked Derrick Johnson if he ever got a good hit on former @TexasFootball teammate Kyle Shanahan...

""He was probabl…",,
